ID	type	label	popup	size	URL	description	short_name	Nsequences	Nfamilies	cdd_code
cdd_266498	cdd	W2	C-terminal domain of eIF4-gamma/eIF5/eIF2b-epsilon	77.4663	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl17013	C-terminal domain of eIF4-gamma/eIF5/eIF2b-epsilon. This domain of unknown function is found at the C-terminus of several translation initiation factors.	W2	271	7	cl17013
cdd_260139	cdd	nt_trans	nucleotidyl transferase superfamily	85.7916	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl00015	nucleotidyl transferase superfamily. This family is composed of the C-terminal domain of citrate lyase ligase EC:6.2.1.22.	nt_trans	941	78	cl00015
cdd_263940	cdd	Periplasmic_Binding_Protein_Type_1	Type 1 periplasmic binding fold superfamily	97.9811	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl10011	Type 1 periplasmic binding fold superfamily. This family includes a diverse range of periplasmic binding proteins.	Periplasmic_Binding_Protein_Type_1	5823	156	cl10011
cdd_265430	cdd	C2	C2 domain	92.8460	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl14603	C2 domain. The Dock180/Dock1 and Zizimin proteins are atypical GTP/GDP exchange factors for the small GTPases Rac and Cdc42 and are implicated cell-migration and phagocytosis. Across all Dock180 proteins, two regions are conserved: C-terminus termed CZH2 or DHR2 (or the Dedicator of cytokinesis) whereas CZH1/DHR1 contain a new family of the C2 domain.	C2	2702	112	cl14603
cdd_263942	cdd	Glycosyltransferase_GTB_type	N/A	95.9843	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl10013	N/A. Members of this family belong to glycosyltransferase family 9. Lipopolysaccharide is a major component of the outer leaflet of the outer membrane in Gram-negative bacteria. It is composed of three domains; lipid A, Core oligosaccharide and the O-antigen. All of these enzymes transfer heptose to the lipopolysaccharide core.	Glycosyltransferase_GTB_type	4320	48	cl10013
cdd_263943	cdd	PTS_IIB	N/A	85.5307	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl10014	N/A. The bacterial phosphoenolpyruvate: sugar phosphotransferase system (PTS) is a multi-protein system involved in the regulation of a variety of metabolic and transcriptional processes. The lactose/cellobiose-specific family are one of four structurally and functionally distinct group IIB PTS system cytoplasmic enzymes. The fold of IIB cellobiose shows similar structure to mammalian tyrosine phosphatases. This family also contains the fructose specific IIB subunit.	PTS_IIB	905	20	cl10014
cdd_263944	cdd	YjgF_YER057c_UK114_family	N/A	87.4510	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl10015	N/A. YjgF_Endoribonuc is a putative endoribonuclease. The structure is of beta-alpha-beta-alpha-beta(2) domains common both to bacterial chorismate mutase and to members of the YjgF family. These proteins form trimers with a three-fold symmetry with three closely-packed beta-sheets. The YjgF family is a large, widely distributed family of proteins of unknown biochemical function that are highly conserved among eubacteria, archaea and eukaryotes.	YjgF_YER057c_UK114_family	1206	16	cl10015
cdd_100105	cdd	Radical_SAM	Radical SAM superfamily	67.0395	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cd01335	Radical SAM superfamily. Enzymes of this family generate radicals by combining a 4Fe-4S cluster and S-adenosylmethionine (SAM) in close proximity. They are characterized by a conserved CxxxCxxC motif, which coordinates the conserved iron-sulfur cluster. Mechanistically, they share the transfer of a single electron from the iron-sulfur cluster to SAM, which leads to its reductive cleavage to methionine and a 5'-deoxyadenosyl radical, which, in turn, abstracts a hydrogen from the appropriately positioned carbon atom. Depending on the enzyme, SAM is consumed during this process or it is restored and reused. Radical SAM enzymes catalyze steps in metabolism, DNA repair, the biosynthesis of vitamins and coenzymes, and the biosynthesis of many antibiotics. Examples are biotin synthase (BioB), lipoyl synthase (LipA), pyruvate formate-lyase (PFL), coproporphyrinogen oxidase (HemN), lysine 2,3-aminomutase (LAM), anaerobic ribonucleotide reductase (ARR), and  MoaA, an enzyme of the biosynthesis of molybdopterin.	Radical_SAM	57	1	cd01335
cdd_263946	cdd	PurM-like	N/A	85.0640	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl10019	N/A. AIR synthase (PurM) related protein, subgroup 1 of unknown function. The family of PurM related proteins includes Hydrogen expression/formation protein HypE, AIR synthases, FGAM synthase and Selenophosphate synthetase (SelD). They all contain two conserved domains and seem to dimerize. The N-terminal domain forms the dimer interface and is a putative ATP binding domain.	PurM-like	844	11	cl10019
cdd_261591	cdd	RNase_PH	RNase PH-like 3&apos;-5&apos; exoribonucleases	80.6619	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl03114	RNase PH-like 3&apos;-5&apos; exoribonucleases. The RRP46 subunit of eukaryotic exosome is a member of the RNase_PH family, named after the bacterial Ribonuclease PH, a 3'-5' exoribonuclease. Structurally all members of this family form hexameric rings (trimers of Rrp41-Rrp45, Rrp46-Rrp43, and Mtr3-Rrp42 dimers). The eukaryotic exosome core is composed of six individually encoded RNase PH-like subunits and three additional proteins (Rrp4, Csl4 and Rrp40) that form a stable cap and contain RNA-binding domains. The RNase PH-like subunits are no longer phosphorolytic enzymes, the exosome directly associates with Rrp44 and Rrp6, hydrolytic exoribonucleases related to bacterial RNase II/R and RNase D. The exosome plays an important role in RNA turnover. It plays a crucial role in the maturation of stable RNA species such as rRNA, snRNA and snoRNA, quality control of mRNA, and the degradation of RNA processing by-products and non-coding transcripts.	RNase_PH	437	12	cl03114
cdd_266508	cdd	AFD_class_I	Adenylate forming domain, Class I	89.9600	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl17068	Adenylate forming domain, Class I. This family includes fatty acyl-CoA synthetases that can activate medium-chain to long-chain fatty acids. They catalyze the ATP-dependent acylation of fatty acids in a two-step reaction. The carboxylate substrate first reacts with ATP to form an acyl-adenylate intermediate, which then reacts with CoA to produce an acyl-CoA ester. The fatty acyl-CoA synthetases are responsible for fatty acid degradation as well as physiological regulation of cellular functions via the production of fatty acyl-CoA esters. The fatty acyl-CoA synthetase from Thermus thermophiles in this family was shown catalyzing the long-chain fatty acid, myristoyl acid, while another member in this family, the AlkK protein identified from Pseudomonas oleovorans, targets medium chain fatty acids. This family also includes uncharacterized FACS proteins.	AFD_class_I	1755	58	cl17068
cdd_266626	cdd	HTH_CRP	N/A	62.2854	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl17320	N/A. This family represents a crp-like helix-turn-helix domain that is likely to bind DNA.	HTH_CRP	28	4	cl17320
cdd_260366	cdd	ALAD_PBGS	N/A	72.6048	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl00338	N/A. Porphobilinogen synthase (PBGS), which is also called delta-aminolevulinic acid dehydratase (ALAD), catalyzes the condensation of two 5-aminolevulinic acid (ALA) molecules to form the pyrrole porphobilinogen (PBG), which is the second step in the biosynthesis of tetrapyrroles, such as heme, vitamin B12 and chlorophyll. This reaction involves the formation of a Schiff base link between the substrate and the enzyme. PBGSs are metalloenzymes, some of which have a second, allosteric metal binding site, beside the metal ion binding site in their active site. Although PBGS is a family of homologous enzymes, its metal ion utilization at catalytic site varies between zinc and magnesium and/or potassium. PBGS can be classified into two groups based on differences in their active site metal binding site. The eukaryotic PBGSs represented by this model, which contain a cysteine-rich zinc binding motif (DXCXCX(Y/F)X3G(H/Q)CG), require zinc for their activity, they do not contain an additional allosteric metal binding site and do not bind magnesium.	ALAD_PBGS	131	8	cl00338
cdd_260367	cdd	SugarP_isomerase	N/A	79.9180	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl00339	N/A. This family consists of several ribose 5-phosphate isomerase A or phosphoriboisomerase A (EC:5.3.1.6) from bacteria, eukaryotes and archaea.	SugarP_isomerase	391	19	cl00339
cdd_238353	cdd	RNA_pol_B_RPB2	RNA polymerase beta subunit	71.5568	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cd00653	RNA polymerase beta subunit. RNA polymerases catalyse the DNA dependent polymerization of RNA. Prokaryotes contain a single RNA polymerase compared to three in eukaryotes (not including mitochondrial. and chloroplast polymerases). Each RNA polymerase complex contains two related members of this family, in each case they are the two largest subunits.The clamp is a mobile structure that grips DNA during elongation.	RNA_pol_B_RPB2	112	1	cd00653
cdd_260370	cdd	Trp-synth-beta_II	N/A	83.1506	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl00342	N/A. Members of this family are all pyridoxal-phosphate dependent enzymes. This family includes: serine dehydratase EC:4.2.1.13 P20132, threonine dehydratase EC:4.2.1.16, tryptophan synthase beta chain EC:4.2.1.20, threonine synthase EC:4.2.99.2, cysteine synthase EC:4.2.99.8 P11096, cystathionine beta-synthase EC:4.2.1.22, 1-aminocyclopropane-1-carboxylate deaminase EC:4.1.99.4.	Trp-synth-beta_II	634	59	cl00342
cdd_266516	cdd	PHP	Polymerase and Histidinol Phosphatase domain	89.2490	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl17102	Polymerase and Histidinol Phosphatase domain. histidinol-phosphatase; Reviewed	PHP	1578	17	cl17102
cdd_266542	cdd	GH38-57_N_LamB_YdjC_SF	Catalytic domain of glycoside hydrolase (GH) families 38 and 57, lactam utilization protein LamB/YcsF family proteins, YdjC-family proteins, and similar proteins	87.1272	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl17191	Catalytic domain of glycoside hydrolase (GH) families 38 and 57, lactam utilization protein LamB/YcsF family proteins, YdjC-family proteins, and similar proteins. This family includes alpha-amylase (EC:3.2.1.1), 4--glucanotransferase (EC:2.4.1.-) and amylopullulanase enzymes.	GH38-57_N_LamB_YdjC_SF	1149	46	cl17191
cdd_260375	cdd	PTH	N/A	73.9838	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl00352	N/A. Chloroplast RNA splicing 2 (CRS2) is a nuclear-encoded protein required for the splicing of group II introns in the chloroplast. CRS2 forms stable complexes with two CRS2-associated factors, CAF1 and CAF2, which are required for the splicing of distinct subsets of CRS2-dependent introns. CRS2 is closely related to bacterial peptidyl-tRNA hydrolases (PTH).	PTH	161	6	cl00352
cdd_261400	cdd	KU	N/A	77.0855	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl02666	N/A. Ku-core domain, Ku80 subfamily; Ku80 is a subunit of the Ku protein, which plays a key role in multiple nuclear processes such as DNA repair, chromosome maintenance, transcription regulation, and V(D)J recombination. The mechanism underlying the regulation of all the diverse functions of Ku is still unclear, although it seems that Ku is a multifunctional protein that works in nuclei. In mammalian cells, the Ku heterodimer recruits the catalytic subunit of DNA-dependent protein kinase (DNA-PK), which is dependent on its association with the Ku70/80 heterodimer bound to DNA for its protein kinase activity.	KU	256	4	cl02666
cdd_260377	cdd	KOW	KOW: an acronym for the authors&apos; surnames (Kyrpides, Ouzounis and Woese)	88.4246	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl00354	KOW: an acronym for the authors&apos; surnames (Kyrpides, Ouzounis and Woese). Mtr4 is the essential RNA helicase, and is an exosome-activating cofactor. This arch domain is carried in Mtr4 and Ski2 (the cytosolic homologue of Mtr4). The arch domain is required for proper 5.8S rRNA processing, and appears to function independently of canonical helicase activity.	KOW	1395	32	cl00354
cdd_261369	cdd	Zn-ribbon	C-terminal zinc ribbon domain of RNA polymerase intrinsic transcript cleavage subunit	77.6848	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl02609	C-terminal zinc ribbon domain of RNA polymerase intrinsic transcript cleavage subunit. TFIIS is a zinc-containing transcription factor. It has been shown in vitro to have distinct biochemical activities, including binding to RNA polymerases, stimulation of transcript elongation, and activation of a nascent RNA cleavage activity in the RNA polymerase II (Pol II) elongation complex. TFIIS consists of three domains. Domain II and III are sufficient for all known TFIIS activities. Domain III is a zinc ribbon that separated from domain II by a long linker and is indispensable for TFIIS function. The TFIIS homologs, subunits A12.2, B9, and C11, of Pol I, II, and III respectively, are required for RNA cleavage by the polymerases. In a single organism, there are tissue-specific TFIIS related proteins.	Zn-ribbon	280	8	cl02609
cdd_266524	cdd	RRM_SF	RNA recognition motif (RRM) superfamily	99.1547	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl17169	RNA recognition motif (RRM) superfamily. The RRM motif is probably diagnostic of an RNA binding protein. RRMs are found in a variety of RNA binding proteins, including various hnRNP proteins, proteins implicated in regulation of alternative splicing, and protein components of snRNPs. The motif also appears in a few single stranded DNA binding proteins.	RRM_SF	6940	582	cl17169
cdd_266525	cdd	Ras_like_GTPase	Rat sarcoma (Ras)-like superfamily of small guanosine triphosphatases (GTPases)	95.8751	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl17170	Rat sarcoma (Ras)-like superfamily of small guanosine triphosphatases (GTPases). The beta subunit of the signal recognition particle receptor (SRP) is a transmembrane GTPase which anchors the alpha subunit to the endoplasmic reticulum membrane.	Ras_like_GTPase	4250	174	cl17170
cdd_266526	cdd	PH-like	Pleckstrin homology-like domain	99.1807	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl17171	Pleckstrin homology-like domain. This Pleckstrin homology domain is found in some fungal species.	PH-like	6967	352	cl17171
cdd_266528	cdd	AdoMet_MTases	N/A	70.9313	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl17173	N/A. This family contains methyltransferase domains.	AdoMet_MTases	102	133	cl17173
cdd_263971	cdd	GH25_muramidase	N/A	77.1375	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl10448	N/A. Lyc muramidase is an autolytic lysozyme (autolysin) from Clostridium acetobutylicum encoded by the lyc gene.  Lyc has a glycosyl hydrolase family 25 (GH25) catalytic domain.  Endo-N-acetylmuramidases are lysozymes (also referred to as peptidoglycan hydrolases) that degrade bacterial cell walls by catalyzing the hydrolysis of 1,4-beta-linkages between N-acetylmuramic acid and N-acetyl-D-glucosamine residues.	GH25_muramidase	258	13	cl10448
cdd_263972	cdd	Peptidases_S8_S53	Peptidase domain in the S8 and S53 families	88.6925	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl10459	Peptidase domain in the S8 and S53 families. This family is a member of the Peptidases S8 or Subtilases serine endo- and exo-peptidase clan. They have an Asp/His/Ser catalytic triad similar to that found in trypsin-like proteases, but do not share their three-dimensional structure and are not homologous to trypsin. The stability of subtilases may be enhanced by calcium, some members have been shown to bind up to 4 ions via binding sites with different affinity. Some members of this clan contain disulfide bonds. These enzymes can be intra- and extracellular, some function at extreme temperatures and pH values.	Peptidases_S8_S53	1452	36	cl10459
cdd_266533	cdd	FTBP_aldolase_II	N/A	69.5527	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl17181	N/A. This TIM alpha/beta barrel structure is found in xylose isomerase and in endonuclease IV (EC:3.1.21.2). This domain is also found in the N termini of bacterial myo-inositol catabolism proteins. These are involved in the myo-inositol catabolism pathway, and is required for growth on myo-inositol in Rhizobium leguminosarum bv. viciae.	FTBP_aldolase_II	83	36	cl17181
cdd_266534	cdd	NAT_SF	N-Acyltransferase superfamily: Various enzymes that characteristically catalyze the transfer of an acyl group to a substrate	85.8411	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl17182	N-Acyltransferase superfamily: Various enzymes that characteristically catalyze the transfer of an acyl group to a substrate. This family of GCN5-related N-acetyl-transferases bind both CoA and acetyl-CoA. They are characterized by highly conserved glycine, a cysteine residue in the acetyl-CoA binding site near the acetyl group, their small size compared with other GNATs and a lack of of an obvious substrate-binding site. It is proposed that they transfer an acetyl group from acetyl-CoA to one or more unidentified aliphatic amines via an acetyl (cysteine) enzyme intermediate. The substrate might be another macromolecule.	NAT_SF	948	34	cl17182
cdd_264487	cdd	Ig	Immunoglobulin domain	94.6620	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl11960	Immunoglobulin domain. The pre-T-cell antigen receptor (pre-TCR), expressed by immature thymocytes, has a pivotal role in early T-cell development, including TCR beta-selection, survival and proliferation of CD4(-)CD8(-) double-negative thymocytes, and subsequent alpha/beta T-cell lineage differentiation. This protein contains an immunoglobulin domain.	Ig	3545	177	cl11960
cdd_264488	cdd	ALDH-SF	NAD(P)+-dependent aldehyde dehydrogenase superfamily	91.2551	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl11961	NAD(P)+-dependent aldehyde dehydrogenase superfamily. This family consists of several uncharacterized proteins from Drosophila melanogaster. The function of this family is unknown.	ALDH-SF	2130	118	cl11961
cdd_266538	cdd	TIM_phosphate_binding	N/A	94.2396	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl17186	N/A. This family contains proteins that are related to PcrB. The function of these proteins is unknown.	TIM_phosphate_binding	3328	151	cl17186
cdd_266539	cdd	Aldolase_Class_I	Class I aldolases	85.2438	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl17187	Class I aldolases. This family includes diverse aldolase enzymes. This family includes the enzyme deoxyribose-phosphate aldolase EC:4.1.2.4, which is involved in nucleotide metabolizm. The family also includes a group of related bacterial proteins of unknown function. The family also includes tagatose 1,6-diphosphate aldolase (EC:4.1.2.40) is part of the tagatose-6-phosphate pathway of galactose-6-phosphate degradation.	Aldolase_Class_I	867	79	cl17187
cdd_266540	cdd	enolase_like	N/A	81.0916	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl17188	N/A. Mandelate racemase (MR)-like subfamily of the enolase superfamily, subgroup 4. Enzymes of this subgroup share three conserved carboxylate ligands for the essential divalent metal ion (usually Mg2+), two aspartates and a glutamate, and conserved catalytic residues,  a Lys-X-Lys motif and a conserved histidine-aspartate dyad. This subgroup's function is unknown.	enolase_like	466	18	cl17188
cdd_266541	cdd	NK	N/A	86.7930	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl17190	N/A. Enzyme that catalyses the phosphorylation of adenylylsulphate to 3'-phosphoadenylylsulfate. This domain contains an ATP binding P-loop motif.	NK	1093	67	cl17190
cdd_260398	cdd	Thioredoxin_like	Protein Disulfide Oxidoreductases and Other Proteins with a Thioredoxin fold	100.0000	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl00388	Protein Disulfide Oxidoreductases and Other Proteins with a Thioredoxin fold. This family contains proteins related to alkyl hydro-peroxide reductase (AhpC) and thiol specific antioxidant (TSA).	Thioredoxin_like	7875	238	cl00388
cdd_260399	cdd	SIS	N/A	88.7154	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl00389	N/A. SIS (Sugar ISomerase) domains are found in many phosphosugar isomerases and phosphosugar binding proteins. SIS domains are also found in proteins that regulate the expression of genes involved in synthesis of phosphosugars.	SIS	1457	32	cl00389
cdd_260279	cdd	PEBP	PhosphatidylEthanolamine-Binding Protein (PEBP) domain	81.3726	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl00227	PhosphatidylEthanolamine-Binding Protein (PEBP) domain. Phospholipid-binding protein [General function prediction only]	PEBP	486	9	cl00227
cdd_266546	cdd	LDH_MDH_like	NAD-dependent, lactate dehydrogenase-like, 2-hydroxycarboxylate dehydrogenase family	81.8120	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl17195	NAD-dependent, lactate dehydrogenase-like, 2-hydroxycarboxylate dehydrogenase family. Bacillus subtilis GlvA and Clostridium acetobutylicum pagL are 6-phospho-alpha-glucosidase, catalyzing the hydrolysis of alpha-glucopyranoside bonds to release glucose from oligosaccharides. The substrate specificities of other members of this subgroup are unknown. Some bacteria simultaneously translocate and phosphorylate disaccharides via the phosphoenolpyruvate-dependent phosphotransferase system (PEP_PTS).  After translocation, these phospho-disaccharides may be hydrolyzed by the GH4 glycoside hydrolases, which include 6-phospho-beta-glucosidases, 6-phospho-alpha-glucosidases, alpha-glucosidases/alpha-glucuronidases (only from Thermotoga), and alpha-galactosidases. Members of this subfamily are part of the NAD(P)-binding Rossmann fold superfamily, which includes a wide variety of protein families including the NAD(P)-binding domains of alcohol dehydrogenases, tyrosine-dependent oxidoreductases, glyceraldehyde-3-phosphate dehydrogenases, formate/glycerate dehydrogenases, siroheme synthases, 6-phosphogluconate dehydrogenases, aminoacid dehydrogenases, repressor rex, and NAD-binding potassium channel domains, among others.	LDH_MDH_like	519	17	cl17195
cdd_266547	cdd	E1_enzyme_family	N/A	77.7087	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl17196	N/A. This family contains a repeated domain in ubiquitin activating enzyme E1 and members of the bacterial ThiF/MoeB/HesA family.	E1_enzyme_family	281	16	cl17196
cdd_266551	cdd	ABC_ATPase	ATP-binding cassette transporter nucleotide-binding domain	94.8426	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl17201	ATP-binding cassette transporter nucleotide-binding domain. This domain is found in proteins of the MutS family (DNA mismatch repair proteins) and is found associated with pfam01624, pfam05188, pfam05192 and pfam05190. The mutS family of proteins is named after the Salmonella typhimurium MutS protein involved in mismatch repair; other members of the family included the eukaryotic MSH 1,2,3, 4,5 and 6 proteins. These have various roles in DNA repair and recombination. Human MSH has been implicated in non-polyposis colorectal carcinoma (HNPCC) and is a mismatch binding protein. The aligned region corresponds with domain V of Thermus aquaticus MutS as characterized in, which contains a Walker A motif, and is structurally similar to the ATPase domain of ABC transporters.	ABC_ATPase	3642	101	cl17201
cdd_266552	cdd	Fer4_NifH	N/A	90.5922	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl17203	N/A. This family includes a wide variety of AAA domains including some that have lost essential nucleotide binding residues in the P-loop.	Fer4_NifH	1929	64	cl17203
cdd_261433	cdd	NEAT	NEAr Transport domain, a component of cell surface proteins	71.0611	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl02760	NEAr Transport domain, a component of cell surface proteins. This domain is involved in the transport of iron, possibly as a siderophore.	NEAT	104	3	cl02760
cdd_260313	cdd	class_II_aaRS-like_core	N/A	82.1389	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl00268	N/A. Other tRNA synthetase sub-families are too dissimilar to be included. This family includes only phenylalanyl-tRNA synthetases. This is the core catalytic domain.	class_II_aaRS-like_core	545	32	cl00268
cdd_264507	cdd	BAR	The Bin/Amphiphysin/Rvs (BAR) domain, a dimerization module that binds membranes and detects membrane curvature	85.9392	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl12013	The Bin/Amphiphysin/Rvs (BAR) domain, a dimerization module that binds membranes and detects membrane curvature. This Pfam entry includes proteins that are not matched by pfam03114.	BAR	962	111	cl12013
cdd_264509	cdd	Adenylation_DNA_ligase_like	Adenylation domain of proteins similar to ATP-dependent polynucleotide ligases	83.9733	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl12015	Adenylation domain of proteins similar to ATP-dependent polynucleotide ligases. This family represents the ATP binding catalytic domain of the mRNA capping enzyme.	Adenylation_DNA_ligase_like	717	18	cl12015
cdd_260415	cdd	CofD_YvcK	Family of CofD-like proteins and proteins related to YvcK	69.8675	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl00425	Family of CofD-like proteins and proteins related to YvcK. LPPG:FO 2-phospho-L-lactate transferase; Provisional	CofD_YvcK	87	9	cl00425
cdd_264512	cdd	Anticodon_Ia_like	Anticodon-binding domain of class Ia aminoacyl tRNA synthetases and similar domains	87.8492	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl12020	Anticodon-binding domain of class Ia aminoacyl tRNA synthetases and similar domains. This DALR domain is found in cysteinyl-tRNA-synthetases.	Anticodon_Ia_like	1280	15	cl12020
cdd_266561	cdd	HDc	N/A	76.8461	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl17215	N/A. HD domains are metal dependent phosphohydrolases.	HDc	247	15	cl17215
cdd_261442	cdd	GST_C_family	C-terminal, alpha helical domain of the Glutathione S-transferase family	89.2532	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl02776	C-terminal, alpha helical domain of the Glutathione S-transferase family. GST conjugates reduced glutathione to a variety of targets including S-crystallin from squid, the eukaryotic elongation factor 1-gamma, the HSP26 family of stress-related proteins and auxin-regulated proteins in plants. Stringent starvation proteins in Escherichia coli are also included in the alignment but are not known to have GST activity. The glutathione molecule binds in a cleft between N and C-terminal domains. The catalytically important residues are proposed to reside in the N-terminal domain.	GST_C_family	1579	66	cl02776
cdd_261443	cdd	chaperonin_like	N/A	86.0221	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl02777	N/A. This family includes members from the HSP60 chaperone family and the TCP-1 (T-complex protein) family.	chaperonin_like	974	33	cl02777
cdd_266564	cdd	HTH_ARSR	N/A	74.6552	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl17220	N/A. This domain represents a DNA-binding Helix-turn-helix domain found in transcriptional regulatory proteins.	HTH_ARSR	178	17	cl17220
cdd_260194	cdd	LDLa	N/A	82.3800	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl00104	N/A. Cysteine-rich repeat in the low-density lipoprotein (LDL) receptor that plays a central role in mammalian cholesterol metabolism. The N-terminal type A repeats in LDL receptor bind the lipoproteins. Other homologous domains occur in related receptors, including the very low-density lipoprotein receptor and the LDL receptor-related protein/alpha 2-macroglobulin receptor, and in proteins which are functionally unrelated, such as the C9 component of complement. Mutations in the LDL receptor gene cause familial hypercholesterolemia.	LDLa	565	3	cl00104
cdd_197448	cdd	Reelin_subrepeat_like	Tandem repeat subunit of reelin and related proteins	75.0207	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl15240	Tandem repeat subunit of reelin and related proteins. Reelin is an extracellular glycoprotein involved in neuronal development, specifically in the brain cortex. It contains 8 tandemly repeated units, each of which is composed of two highly similar subrepeats and a central EGF domain. This model characterizes the C-terminal subrepeat, which directly contacts the N-terminal subrepeat and the EGF domain in a compact arrangement. Consecutive reelin repeat units are packed together to form an overall rod-like molecular structure. Reelin repeats 5 and 6 are reported to interact with neuronal receptors, the apolipoprotein E receptor 2 (ApoER2) and the very-low-density lipoprotein receptor (VLDLR), triggering a signaling cascade upon binding and subsequent tyrosine phosphorylation of the cytoplasmic disabled-1 (Dab1).	Reelin_subrepeat_like	188	20	cl15240
cdd_266569	cdd	NAD_bind_amino_acid_DH	NAD(P) binding domain of amino acid dehydrogenase-like proteins	79.3470	http://www.ncbi.nlm.nih.gov/Structure/cdd/cddsrv.cgi?uid=cl17226	NAD(P) binding domain of amino acid dehydrogenase-like proteins. Malic enzymes (malate oxidoreductases) catalyse the oxidative decarboxylation of malate to form pyruvate.	NAD_bind_amino_acid_DH	359	17	cl17226
